frecuencia neg,frecuencia pos,palabra
1,1,beno
15,22,obsessive
6,6,sullen
6,10,belgian
2,17,mining
14,7,contestant
1,10,perpetually
16,2,overweight
25,21,dresses
4,8,neighbour
0,2,fancier
3,8,callous
0,1,magritte
0,5,sumpter
33,14,tunnel
1,8,seduces
3,4,compromising
0,1,shutterbug
6,6,intending
15,2,lap
3,3,spanking
0,5,omits
8,2,flailing
4,4,incriminating
8,10,puzzling
2,4,bewilderment
47,15,coherent
0,1,daneldorado
4,8,bagdad
4,14,drawback
11,10,dusty
11,32,conrad
5,10,veidt
0,23,jaffar
19,15,goldie
0,4,tallinn
21,23,disorder
2,4,denizens
1,5,estonia
31,32,soviet
0,1,teething
9,6,pockets
1,4,estonian
0,1,ilka
0,1,rvilaturi
1,3,infuse
8,15,undertones
1,1,signifies
1,1,faiths
0,1,talinn
0,2,toppled
8,14,competing
1,2,crossword
4,8,ironies
3,4,drifting
5,2,rhode
2,2,bookstore
4,22,juliette
5,11,binoche
1,15,chocolat
11,19,tremendously
10,20,turmoil
12,10,predictability
1,2,tab
6,32,cypher
10,22,ambiguity
2,3,reigns
1,2,integrates
1,1,deadlier
6,9,twisting
37,37,lucy
14,8,battling
6,7,spying
15,14,employees
11,7,heyday
19,10,insert
0,1,microchips
0,4,destinations
0,1,computerised
1,1,branching
0,1,cyhper
80,55,cutting
11,5,slack
0,2,berkely
15,38,cagney
5,19,blondell
0,8,prologues
60,14,toilet
6,6,groin
0,5,rarer
1,2,screamingly
4,11,suburbs
0,2,zuzz
0,1,softener
105,30,costs
12,6,zoom
0,1,understatedly
3,3,lurch
2,12,reginald
3,7,denny
4,5,crusty
1,2,driller
26,21,lift
16,2,misfire
0,5,soften
10,12,retrospect
2,2,highbrow
2,2,breaths
1,3,pervading
0,3,knockabout
2,2,scapegoat
0,1,capitalise
2,6,trends
3,8,observer
4,2,waynes
6,4,complicate
3,17,lyle
11,12,temptation
0,2,appreciably
13,4,assortment
8,13,compromised
0,1,reshovsky
2,4,moodiness
0,2,carhart
0,1,shor
0,1,walshs
0,2,deputies
0,2,yoakam
9,6,graces
9,6,apology
8,2,irritate
7,5,endurance
0,3,barmy
0,1,truce
1,5,ceased
3,7,usher
16,13,lens
0,1,gnaws
0,2,unobservant
0,2,rajah
3,1,cutlery
6,8,comically
77,37,christ
0,1,demigods
0,1,olympus
3,2,capes
0,3,blom
16,23,tyler
0,6,futures
11,11,anxiety
3,3,dilemmas
23,36,swedish
3,6,hula
3,6,calhoun
0,2,gran
1,2,boozing
0,3,haldane
0,2,arlette
0,2,marchal
7,2,bane
1,2,competes
3,4,maude
0,2,truax
6,17,wartime
0,4,evacuee
1,3,beech
2,1,billeted
0,2,wets
3,9,solace
5,8,transpires
0,2,choirmaster
3,4,jerusalem
0,3,zacharias
5,2,wrench
3,11,settling
6,5,recalled
12,5,cellar
18,14,raid
37,17,im
15,18,thieves
9,11,port
9,8,tanks
4,3,leona
0,1,ozaki
32,13,haired
2,1,partnered
20,20,commander
0,1,brenten
6,2,selleck
1,2,steroids
17,12,revolver
5,5,wrecking
3,5,endear
30,31,fond
1,1,nicknames
0,3,bonaparte
9,11,transferred
6,5,welfare
0,2,specs
0,1,bifocal
2,2,chaplain
15,8,mo
0,1,hawked
0,1,mohican
0,2,bellied
39,20,yelling
22,12,cyborg
0,3,buaku
8,8,sidekicks
2,3,uni
0,1,puma
2,1,urine
3,2,samples
9,16,clouds
0,2,uncompleted
10,15,manga
1,11,examines
8,8,blurred
16,21,quentin
2,3,dominion
0,5,glacier
3,2,bugged
0,1,rereleased
12,20,narrated
1,7,compliments
11,6,offerings
3,4,swayed
4,3,naysayers
5,7,thesis
0,5,jt
12,16,jaded
1,3,nirvana
7,7,log
1,1,agonizes
0,2,dedalus
3,4,strick
1,5,recreating
0,1,bloomsday
18,22,celebrated
5,1,entendre
0,1,gunter
0,1,volker
0,1,schl
0,1,ndorff
0,3,favorably
23,20,recognizable
1,15,mulligan
13,28,additional
0,1,invinoveritas
1,1,aol
7,5,singleton
1,3,rapaport
1,2,campuses
32,28,stunned
1,2,fishburn
6,4,nagging
2,3,cropped
6,10,scholarship
14,16,accounts
15,32,testament
2,2,judas
0,1,sanhedrin
1,4,pilate
5,2,waffle
2,7,willingness
2,7,blithely
9,4,disinterested
2,3,leibman
26,28,worn
3,1,cheesed
0,3,conchata
0,1,forgottenmaybe
0,1,clarinet
4,1,disprove
5,5,lineup
1,8,farscape
12,14,denying
0,3,verged
0,1,eberts
0,1,reprieves
0,1,ventresca
4,6,shifted
4,8,overwhelm
0,2,greenberg
8,2,hercules
3,5,provincial
4,10,interacting
1,3,overtures
4,2,zealots
7,7,prayer
10,7,meetings
0,1,irreligious
4,7,brushes
3,11,persistent
0,15,jeon
0,11,yeon
4,9,stupendous
1,6,minneapolis
39,14,sums
0,1,espeically
20,13,hangs
6,4,morocco
6,5,beaches
12,7,outbreak
22,20,canyon
0,1,corniest
11,5,bandit
12,9,casted
3,6,sigourney
12,13,weaver
12,19,warden
21,27,guarantee
12,11,brett
1,8,narrowly
0,2,edging
8,17,basil
1,23,rathbone
0,1,conon
9,19,doyle
8,5,strands
1,8,heightens
29,38,hatred
0,5,milverton
0,1,hardwick
0,2,outlets
2,6,fireman
40,41,row
3,7,lobby
2,1,precede
0,11,firemen
0,5,rending
10,10,jerking
1,2,harmonious
2,1,wrinkly
16,16,stella
15,18,misunderstood
27,9,remove
4,6,coloured
0,2,recession
6,5,divide
12,6,crummy
2,2,idolizes
23,19,educated
7,11,ivy
22,8,abortion
6,9,lifestyles
4,8,advantages
1,2,unloved
3,4,vicariously
32,11,messy
19,9,apt
4,5,collapsed
1,6,totalitarian
1,2,arisen
15,15,blames
6,10,earning
24,13,butcher
1,10,eighteen
2,3,laughlin
0,2,koto
1,2,weiss
0,10,mcintyre
3,6,breakout
6,7,detention
3,4,mic
0,3,fleetwood
0,1,reeducation
0,2,ratted
1,6,runners
0,5,zones
5,8,ventura
1,1,spoofed
23,11,rips
0,5,alonzo
4,5,tanaka
1,5,sven
6,5,ole
7,7,liberals
0,1,aclu
5,2,blasphemy
1,4,accusation
0,1,filmability
0,2,bluebeard
7,2,sirens
2,4,titan
4,11,thematic
0,2,filmable
0,3,jailbird
1,1,galapagos
2,3,heaping
25,22,hilariously
0,1,objectify
6,9,obstacle
2,1,authorial
0,1,talkovers
1,3,cropper
10,6,subjective
2,2,aisles
21,7,drab
1,3,resourcefulness
17,3,slaughterhouse
0,1,bergeron
0,2,misfiring
5,6,disposable
0,1,timbuktu
1,3,misinterpreted
0,1,generality
6,3,surgical
3,1,hg
7,7,moreau
4,10,charmed
2,5,chronology
9,7,peet
1,10,genesis
12,2,slashed
21,14,cohen
16,16,sixth
3,7,exemplifies
16,12,laser
13,21,haunt
0,2,reverie
2,2,utilised
5,15,asset
1,1,bedazzled
9,15,tended
5,3,eclipsed
0,6,meanness
0,1,rifted
2,8,enabled
1,2,clownish
4,1,conversational
2,1,digressions
1,4,anarchic
0,3,guilgud
0,3,acerbic
1,1,attains
4,7,cuddly
1,3,dejected
7,6,sample
0,4,rowland
0,7,declining
6,15,alcoholism
1,5,spectre
13,9,heroin
0,1,infantilize
0,1,standardize
37,32,ought
12,2,campfire
7,4,flickering
2,12,spectators
4,11,deftly
1,3,purposeful
1,4,sedate
1,1,postings
9,19,collar
3,3,transmit
16,12,data
6,7,tang
0,1,entwines
17,36,underlying
1,2,accelerate
20,6,rhyme
4,9,distortion
11,7,haim
0,10,bouzaglo
3,4,blocked
3,9,impotent
18,21,disguised
0,1,skullcap
26,11,wanders
0,1,transcribes
4,7,incorporates
1,4,rehearsals
35,26,crystal
1,1,dispensable
0,1,voyeurs
0,1,illicitly
16,16,glimpses
2,1,violations
3,5,rooftop
4,3,dimly
4,7,surveillance
4,6,selves
7,11,searches
16,8,stalks
0,1,nervated
1,1,cannibalizing
8,4,bankrupt
1,8,entrepreneur
29,29,cheating
1,5,cuckolded
2,1,inaction
0,2,scans
13,11,reported
1,2,vindication
5,5,aching
9,21,admiration
17,19,immortal
5,12,mordrid
1,6,kabal
11,5,chained
0,3,enslave
1,1,prophesy
5,6,platinum
1,3,alchemy
15,19,courtesy
22,13,combs
4,12,differ
51,9,dinosaur
0,1,pantsuit
12,16,symbol
14,3,suspiciously
1,1,sickle
3,4,devour
0,4,grape
7,2,haircuts
0,3,goony
0,1,enunciate
0,1,gingerdead
0,2,baleful
1,2,attuned
2,3,festivities
3,5,romps
144,49,unnecessary
7,8,professionally
10,5,superfluous
1,6,attracting
0,1,outdrawing
12,10,roaming
0,1,okanagan
9,4,lassie
0,4,collie
23,15,undead
0,1,mccarthyism
39,28,romero
10,21,moss
11,8,acquire
3,14,connolly
1,2,adjusts
9,3,lumbering
0,1,zomcoms
20,48,campbell
16,13,misty
5,6,mundae
33,4,jigsaw
2,5,domesticated
0,2,dirtiest
0,1,rottenest
0,1,scoundrals
0,1,badman
23,10,begs
5,8,forgives
0,1,thirdspace
7,8,crusade
3,5,hitman
0,7,hoechlin
12,11,banks
7,9,mobsters
23,26,catching
3,3,bogs
4,4,sustains
3,14,mendes
7,9,bonding
11,6,tucci
0,4,protege
4,9,soaked
3,6,executes
0,3,banged
1,3,penitentiary
0,2,juggles
3,4,collaborated
29,18,noises
6,6,burnett
0,3,linn
17,17,demonstrate
0,2,calamities
0,2,befall
5,7,hopping
1,1,glop
0,1,minted
0,2,addicting
5,10,gameplay
9,11,controls
0,9,bowser
19,23,ps
0,1,wii
25,16,referring
0,1,killbot
12,7,throwaway
15,33,patricia
0,5,foulkrod
0,2,scarily
0,2,scruples
12,8,recruits
1,3,combatants
27,4,unnatural
0,1,sustainable
0,2,antiwar
0,3,legality
2,3,paradox
2,5,unsuitable
9,8,links
3,7,structurally
0,1,affective
19,12,interviewed
0,2,banded
1,1,ingrained
3,4,rehabilitation
0,1,indignity
1,6,fallout
9,8,farcical
0,1,epitom
0,2,ria
23,21,housewife
0,2,embarked
5,14,adored
1,5,determining
1,2,groupies
3,5,adjusting
1,4,anew
1,6,rockers
1,2,hollis
0,1,maclaren
7,4,whales
1,1,thsi
3,2,sawed
0,1,cyajim
31,30,mm
0,1,scanned
6,5,mastered
3,7,projector
0,1,hwd
2,2,cravens
9,18,gus
3,11,sant
0,5,salles
5,4,elijah
0,1,glyllenhall
2,1,geena
9,10,soo
0,1,msr
0,1,relegate
2,6,mime
2,5,schmaltz
11,17,tones
0,2,daisenso
12,18,takashi
0,2,kirin
0,2,doings
9,6,skirt
15,14,boots
0,3,beehive
1,1,resentments
1,5,manifested
0,2,derelicts
37,2,gamera
5,5,benign
6,5,sail
3,14,caf
0,12,lumi
9,22,des
0,5,usines
6,3,streaming
0,1,arriv
0,1,ciotat
24,24,fifty
3,19,unnerving
3,26,vienna
0,7,viennese
1,7,ills
1,5,fussy
0,1,fantasises
16,18,cleaning
3,5,striptease
0,2,contends
4,1,racer
0,1,mistreats
2,4,culprit
1,3,vandalism
2,3,hitching
62,9,insulting
3,2,converge
3,3,characterised
12,11,hitch
5,3,hiker
3,2,arouses
10,14,sour
3,2,wedged
0,2,uppance
1,1,unnerved
22,26,counter
1,4,coldness
22,6,shred
0,4,countered
3,3,communion
0,10,classify
4,5,bisexual
0,1,incapacity
0,2,divulges
1,3,discord
3,14,dalmatians
10,18,cruella
4,3,vil
0,1,metropolitain
9,16,bless
8,7,puppies
0,1,hereby
0,3,dalmatian
9,16,atomic
9,5,venice
0,1,cancelated
1,4,saldana
9,2,drones
3,6,reconsider
0,12,petition
19,23,http
0,5,petitiononline
1,5,gh
3,8,html
1,3,conner
10,30,pfeiffer
13,24,bent
2,17,stardust
24,15,previews
0,2,dedee
0,2,emilie
0,8,lori
0,1,tegan
0,1,weeknight
6,1,lmn
21,8,translate
0,8,pedicab
2,1,nosedive
2,35,sammo
5,5,kar
6,9,lau
4,5,taller
14,5,annoys
8,7,speeding
9,9,hurting
22,6,edits
2,1,dissuade
2,2,saviour
22,23,rolled
11,27,departure
0,1,evaporation
1,2,unchallenged
15,37,triple
0,6,chyna
1,3,systematically
0,1,mcmahonagement
0,5,dx
2,9,tyson
2,15,enforcer
105,19,forgettable
0,2,contenders
2,4,rewatched
2,15,highlighted
5,8,defended
0,5,taka
0,1,michonoku
0,2,aguila
22,17,compete
11,4,wcw
14,18,entrance
1,5,ringside
3,3,handcuffed
3,2,interfered
0,3,mero
0,8,sable
0,2,goldust
4,6,luna
0,2,vachon
2,2,disintegration
0,4,shamrock
19,10,flip
3,4,ic
1,6,reversing
2,4,cactus
3,3,dumpster
1,1,overturned
2,1,casket
6,5,disfigured
0,1,underataker
2,1,tombstones
0,2,debilitating
6,4,banished
5,3,interfering
0,1,ducking
0,6,stunner
0,10,ref
7,13,celebrating
6,12,garnered
21,6,relevance
48,11,downhill
11,8,deborah
3,2,pratt
8,4,borgnine
1,7,airwolf
2,3,persecution
1,3,instills
87,11,ashamed
2,14,samhain
1,2,sawney
2,1,beane
33,6,cannibal
24,2,mutants
12,7,amok
16,7,cannibals
1,1,waay
7,5,reinforced
5,33,mesmerizing
1,5,destinies
3,5,warmly
15,7,gleason
0,1,subpoena
3,6,jockey
2,6,brainy
27,11,intentional
0,1,featherbrained
5,8,carole
4,10,lombard
2,1,rib
0,3,wurlitzer
20,15,rapidly
9,14,greta
18,59,garbo
4,5,expansive
45,8,inappropriate
34,15,hammy
6,9,downward
5,1,shrug
1,2,truism
26,5,feeble
0,11,electrifying
0,2,vicente
0,3,blasco
0,3,ibanez
0,2,entre
0,2,naranjos
5,7,tailor
1,1,magnifies
6,9,assets
7,3,pesky
1,2,temptress
6,11,ricardo
8,24,cortez
0,1,unnactractive
0,1,ungracefully
4,12,powerhouse
0,2,cupido
0,7,mattox
0,4,bernarda
0,3,brull
0,2,spanned
11,23,scariest
0,2,fps
0,1,gfx
60,44,weapons
0,1,soundeffects
0,2,scryeeee
0,1,scrye
0,1,escpecially
8,7,participating
5,4,yearn
3,11,emphasizes
3,2,foreseen
2,5,refinement
8,24,eventual
0,7,beckett
0,1,js
0,1,denchs
9,63,palma
14,13,angie
3,21,dickinson
10,5,pino
0,3,donaggio
18,11,starters
12,3,spawn
4,2,cartoony
0,1,feiss
25,15,chicken
3,6,spirituality
0,4,jehovah
1,3,acute
17,16,facility
0,1,hemolytic
0,3,transfusions
1,4,conferences
0,2,pathogens
12,12,induced
0,1,transfused
2,4,unreasonable
0,3,benefiting
0,1,abstain
3,4,expands
0,1,impartially
3,6,alistair
1,2,cooke
0,3,loll
0,7,frontiers
22,16,melissa
3,47,sabrina
6,4,mjh
6,2,unused
0,1,lascher
0,1,kellie
15,14,bust
7,4,horde
1,1,plaguing
18,21,terrified
1,7,expressionistic
9,10,atwill
14,44,fay
6,9,wray
2,2,alarmed
14,8,dour
6,12,perplexed
24,6,conveniently
4,2,eburne
1,7,hypochondriac
1,2,belmore
3,1,burgermeister
3,10,frye
5,5,loosing
8,5,jumpy
0,2,fraidy
1,11,fearful
2,9,ninth
67,35,millions
2,1,divisive
4,7,beams
0,1,molden
6,11,newhart
30,13,banal
3,4,morley
5,2,ceasar
13,6,forgiving
17,25,longest
0,1,overpraise
11,2,rapper
0,4,inflections
14,9,mcdermott
0,1,aggravate
5,1,berate
0,2,corean
0,2,occidental
0,1,coreen
2,13,interpreted
2,6,kang
0,1,heterogeneity
0,3,veracity
3,2,phases
6,14,denial
6,2,pert
0,2,fallows
9,14,catalog
2,6,conceptual
0,1,artifices
1,2,especialy
0,1,unability
1,25,chang
3,1,accumulation
1,1,melo
5,3,aesthetically
16,12,forgets
38,11,apes
4,2,bailed
3,3,parachute
6,5,marius
0,9,goring
5,7,prevails
0,1,trubshawe
12,16,kathleen
7,8,byron
17,29,attenborough
0,2,sofaer
0,1,tearjerkers
18,13,theories
73,10,idiotic
0,1,tiangle
36,10,surgery
2,3,francesca
0,5,annis
4,5,robson
2,1,smoldering
8,12,apologies
8,6,bradley
1,5,daniela
0,1,nardini
3,3,spurned
0,1,mullen
0,2,rhind
0,2,tutt
0,1,imdbman
13,11,customers
0,1,emigrates
13,9,budgeted
7,4,prodigy
0,5,haute
11,2,aja
1,11,mal
0,9,fique
2,1,frenchmen
52,51,properly
3,4,ramshackle
6,5,occupants
3,11,inmate
11,11,transvestite
4,5,foursome
5,1,journal
5,9,specialized
2,3,rites
11,10,occult
0,3,dedicates
3,5,oceans
28,7,redundant
1,1,wishmaster
1,1,truckloads
92,15,unconvincing
3,4,hustling
10,11,gifts
3,3,qualifications
0,3,photojournals
3,2,pics
0,2,scams
4,4,privy
8,7,mugging
0,2,happierabroad
0,1,htmit
3,40,kidman
1,6,katya
1,3,impossibility
7,2,perpetuate
2,5,correspond
9,5,immigration
0,1,wumaster
0,2,breakdance
3,2,roxy
43,4,claus
3,1,videotaped
8,9,multitude
0,3,quests
1,4,excitingly
0,4,colby
9,8,wizards
8,5,kor
0,2,conquerer
4,2,svenson
0,6,manfred
0,1,kraatz
1,4,humanizing
5,6,henson
13,36,drake
18,19,predecessor
0,5,reckoning
1,2,sprees
11,33,andre
11,11,illusion
12,3,stripper
0,1,toretton
0,1,emmannuelle
0,2,seigner
0,3,pierrot
2,3,welling
5,5,embodiment
11,18,weekly
0,2,permitting
0,1,rosenbaum
0,1,kreuk
0,4,zp
0,27,daria
5,8,imagines
1,6,structures
5,5,anticipates
1,3,explorations
89,70,desert
15,6,orgy
0,1,hipotetic
13,19,applies
0,1,hipocresy
18,5,skipping
4,4,uninterested
0,1,segun
2,4,devastation
1,2,wreaked
1,11,binder
0,4,rocketed
2,1,caprio
3,2,belittle
0,1,ngs
0,1,mementos
0,1,memorials
0,1,commemorations
0,1,safran
0,1,foer
1,4,allude
6,8,proportion
6,5,unjust
31,29,iraq
23,6,afghanistan
0,1,birma
12,11,empathize
0,2,commemorate
3,10,discusses
0,1,commiserated
0,1,hutu
0,1,rwandan
0,2,thrift
7,16,tasks
0,1,hundredth
3,1,generalized
0,2,estrela
0,1,castelo
0,1,pulsa
0,2,sorte
0,1,nula
0,2,fragata
1,1,hypothetical
25,10,phoenix
5,8,measured
0,1,kaabee
11,10,imprisoned
0,5,yamada
0,1,youji
15,5,baffled
0,1,yoshinaga
12,1,sayuri
0,1,shoufukutei
0,1,tsurube
9,5,asano
5,4,tadanobu
2,3,wittiness
0,1,yuunagi
0,4,machi
3,4,sakura
0,1,kuni
2,7,brainwashing
33,27,spider
3,10,dc
11,10,graphically
2,4,textures
2,7,navigate
2,2,strategic
18,2,gaming
3,4,spidey
1,3,dreamcast
3,5,snag
4,11,geared
5,4,taunting
13,12,aniston
26,22,improvement
1,1,forgetable
3,3,zap
1,1,crackle
5,12,powerfully
1,1,almightly
10,13,cynicism
1,6,tumble
9,6,gals
6,7,motley
7,3,afoul
36,14,crazed
7,7,alberto
0,2,mejia
0,3,trespassing
8,11,pedro
1,1,galindo
3,3,rattling
5,3,slicing
1,4,praiseworthy
2,3,fernandez
19,4,nacho
0,3,gonzalez
0,1,alejandra
0,3,charly
0,3,tono
0,1,mauri
1,3,antagonistic
51,29,jerk
0,1,mauricio
0,2,marisol
0,1,santacruz
9,8,skimpy
2,1,anda
2,2,agile
1,1,sylvan
0,1,plascencia
1,4,shuddery
6,4,trim
3,18,mastery
2,4,innermost
1,5,reborn
2,6,infinite
0,1,gambles
2,4,instability
2,5,panel
5,6,installed
2,1,activates
3,2,traveler
6,7,gabrielle
1,1,boni
2,2,harbour
7,10,observing
2,5,photographing
16,5,skinned
4,2,calmly
6,9,flops
0,7,busfield
10,2,listless
0,1,perron
19,2,hams
2,4,superintendent
0,1,jutras
1,1,ormondroyd
2,3,norms
0,2,forsa
4,8,helga
3,6,everytime
25,26,y
0,1,purifier
10,10,shakespearean
7,10,restricted
1,3,traitorous
1,2,lovesick
6,18,effortlessly
7,1,copycat
48,13,shelf
10,15,spotted
0,1,puppetmaster
28,18,puppet
13,7,campers
0,3,impelled
32,10,demonic
6,3,tyrannus
12,5,chopping
13,8,limbs
17,23,python
7,5,trashing
0,1,videozone
12,7,saddest
14,16,boards
5,13,philadelphia
1,5,cocktails
8,4,lining
29,17,cancer
13,5,cent
0,3,fags
5,4,organizations
2,3,associations
17,6,gays
1,1,quilt
0,1,memorializing
14,11,counting
1,9,barriers
2,2,straights
0,3,cel
1,10,elton
1,1,guillame
0,2,moira
5,10,reprise
6,2,rafiki
2,1,nala
3,28,cheech
2,8,marin
6,1,hyenas
44,7,wretched
1,6,jonny
30,17,sooner
3,1,intergalactic
11,17,earliest
0,22,krell
7,12,boost
21,3,quantum
15,24,id
0,2,unchecked
0,3,corporeal
2,19,morbius
2,1,jacked
1,3,defenses
37,24,species
8,2,interchangeable
23,30,francis
1,3,ire
0,3,exacerbated
0,1,wolfy
18,12,astronauts
6,2,dames
0,2,hooch
15,8,robbie
0,2,soulmate
0,1,stiflers
3,3,ap
24,27,trail
13,9,virginity
16,15,deed
4,12,roses
1,1,levenstein
6,4,eyebrow
2,1,touchdown
8,2,chilly
0,1,britspeak
0,3,crythin
2,3,gifford
3,3,hulking
1,2,fringes
1,1,swathed
1,3,endangered
0,3,tot
0,1,incurs
7,12,malevolent
8,3,filmy
1,2,gauzy
1,1,wraith
3,4,generator
41,4,snakes
1,1,bitingly
10,8,warnings
1,4,roadster
0,2,accumulates
0,6,inexorably
1,3,talia
0,1,ara
0,1,directional
30,33,safety
0,1,lowlife
5,4,shifty
0,2,backroom
8,5,cancel
0,3,bluffs
3,9,showy
37,28,conversations
1,1,battlegrounds
0,1,frenchfilm
0,1,provence
35,4,unimaginative
1,9,wallop
6,6,churned
13,17,na
1,4,benefactor
33,10,contempt
3,4,bestowed
22,14,motive
7,3,misused
4,3,overworked
10,10,virtue
0,2,dependably
1,1,contested
2,1,bypasses
3,5,alliances
1,2,counselling
2,2,inflicts
5,3,bystander
4,4,variable
1,1,extrovert
1,3,stillness
39,24,z
18,26,fallon
3,7,yankees
0,1,alcs
26,38,fever
0,1,busom
6,2,larson
0,1,sro
2,7,endeavors
0,8,maruschka
1,3,blindingly
2,4,exams
0,2,weeps
56,15,wreck
0,1,goddamned
1,5,zimmer
0,3,interpretive
19,19,burke
1,1,lighthouse
0,2,als
58,29,lou
1,2,gehrig
1,4,sufferer
0,1,misbehaves
18,32,alternative
3,4,tha
0,2,tightens
0,1,blaire
0,1,obviusly
0,1,ficticious
1,2,anus
0,2,jehovahs
1,3,freedoms
0,2,dinners
0,1,birthdays
1,1,surgeries
8,4,bloodless
15,17,skilled
1,11,neve
32,14,outs
0,6,bromell
4,6,contaminated
2,2,natascha
3,3,mcelhone
3,5,weller
0,2,woywood
0,2,nikolett
0,2,barabas
0,2,hendrick
0,2,haese
0,2,nosbusch
0,2,brauss
0,2,cazenove
0,1,actio
4,1,ishtar
0,1,achievers
3,11,relish
33,28,disappear
56,22,root
0,3,unceremonious
4,1,weitz
8,12,mercilessly
2,7,grossing
19,5,napoleon
0,3,wittier
0,2,wackier
4,6,amelie
8,3,weirdly
4,9,supremely
6,3,flu
0,11,tornadoes
3,4,nebraska
1,1,blainsworth
0,1,ainsworth
0,1,blains
3,1,slowest
0,1,doppler
3,2,brightness
3,10,tornado
2,5,midwest
2,6,twister
0,1,chaining
4,6,pipe
9,5,undone
0,1,bastien
4,20,collaboration
1,2,bouquet
0,1,treasureable
9,12,insecure
12,4,youths
0,1,elka
6,4,dominique
0,1,reymond
5,1,undefined
26,24,illness
0,1,annick
0,1,matheron
0,1,laetitia
0,1,legrix
21,20,remained
0,1,sunning
7,15,notices
1,1,rebuffs
0,1,consignations
3,2,throes
2,4,enactment
0,1,condiment
0,1,dionysian
0,1,apollonian
2,1,architectural
2,1,hideaway
4,3,burgeoning
1,3,nascent
1,2,disrupted
0,1,nils
0,1,ohlund
5,6,identification
9,11,meditation
0,2,reveries
2,1,incomparably
1,2,reminisces
12,26,romances
3,6,sabre
6,3,boasting
7,9,wherein
2,10,cristina
2,42,raines
17,45,alison
5,8,evidenced
5,2,degenerate
3,3,cavorting
6,2,crucifix
15,5,toss
12,17,sarandon
3,5,furnished
0,4,spacious
0,9,brownstone
1,2,montague
1,3,terrace
0,1,promenade
11,11,apartments
1,1,inconvenience
4,6,ava
7,8,gardner
3,7,commission
0,1,halliran
5,12,sylvia
10,12,angelo
3,3,deteriorate
9,10,plagued
3,3,headaches
3,1,fainting
2,2,relays
5,3,nightly
3,1,clanging
0,1,dumbstruck
85,46,priest
0,3,summoning
2,4,nocturnal
9,5,flashlight
15,15,upstairs
7,6,riddled
6,3,nary
22,17,dates
0,1,uriel
3,5,unknowingly
1,2,primed
2,1,prepped
1,4,oddballs
32,19,agenda
58,32,competent
1,6,representatives
1,6,anarchy
2,1,lawlessness
11,42,reign
0,1,podunk
13,2,hick
0,2,elk
5,7,elders
0,1,deputize
1,3,cagey
23,8,aaron
12,10,kris
12,9,kristofferson
15,9,vet
0,3,gooder
1,2,amiably
22,17,jan
26,19,miami
1,1,armitage
5,5,whips
1,15,wickedly
17,13,redneck
0,2,unflagging
12,4,plentiful
1,3,flaky
19,4,dexter
4,7,affable
0,2,cyphers
4,5,nam
8,6,vets
0,1,carbone
10,23,casino
0,1,steadman
1,6,folksy
17,11,diner
1,1,shakedown
14,3,talentless
0,1,cronjager
8,7,gerald
14,10,fried
0,2,harmonic
14,7,hillbilly
10,5,abundant
2,11,unjustly
10,9,commenter
4,11,renewed
0,1,bayless
0,2,compositor
35,30,blade
25,26,runner
3,7,bewitched
1,12,crashers
9,4,convert
0,1,kirtland
10,10,ohio
0,1,vistor
0,1,preformed
0,1,interpretor
3,10,detractors
0,16,perdition
16,25,salvation
5,8,disappointments
11,13,outset
8,7,fashionable
10,9,mistakenly
6,7,curses
23,14,predictably
0,2,repents
1,8,laconic
1,3,misdeeds
2,5,greens
0,5,greys
3,14,illinois
0,1,flatlands
1,1,sonorous
7,19,overtones
0,1,copland
33,65,authentic
7,5,churches
3,7,shone
1,4,gleaming
3,2,woodwork
1,2,enveloping
4,15,acknowledged
0,1,subiaco
7,15,animations
5,1,nomads
1,8,manny
3,6,reclusive
4,10,environments
34,12,clay
5,17,shrek
0,1,incredibles
5,11,separation
4,8,distribute
0,1,flom
5,7,mystique
2,32,colman
8,16,signature
0,10,bulldog
4,3,drummond
4,4,goldwyn
4,1,raffles
2,2,burglar
0,3,burglary
3,6,conway
1,1,shangri
0,3,heldar
1,1,manfully
65,14,useless
2,4,carton
8,3,rudolf
0,1,rassendyll
4,8,unconsciously
1,4,signe
1,6,hasso
7,11,staircase
14,10,stares
0,2,hardening
2,6,edmond
44,17,fury
2,7,shakespearian
0,1,hampden
2,15,iago
1,3,influencing
35,7,hackneyed
9,8,cukor
2,3,kanin
1,2,brighton
1,12,strangler
1,3,loder
9,12,cheers
2,2,chambers
10,19,convict
6,12,folklore
11,21,studied
3,2,labs
2,8,gough
0,1,expenditures
19,10,repeats
2,5,fiber
16,11,electronic
1,2,molecular
3,3,intents
0,3,tact
2,1,steward
1,2,parkers
1,4,tycoons
0,1,theisinger
9,15,stricken
6,6,suppress
0,1,sympathizes
0,1,calculations
1,3,suppression
15,12,threads
3,7,dye
0,2,hypocrisies
3,5,validity
2,4,suppressing
4,5,slowing
0,6,meditative
3,6,mythological
7,4,bemused
4,2,conjured
1,1,tractor
5,6,glimmer
31,49,areas
2,5,descriptive
66,22,spending
4,6,poland
3,2,skimmed
0,1,louuu
0,1,siana
3,11,dialect
0,6,interacted
0,2,paymer
0,6,zapatti
15,6,recap
4,3,accounted
5,11,lemon
4,2,pudding
3,1,responsibly
0,2,luckett
2,3,correctional
0,2,whittle
65,14,horrendous
36,9,redeem
4,1,unredeemable
0,1,philomath
19,13,sweat
0,3,cruder
0,1,vulkan
0,2,jeri
6,5,bakula
