palabra	frecPos	frecNeg
misquote	0	1
bochners	0	1
peevish	1	1
hurls	3	2
phallic	3	6
nozzle	0	1
jerilee	0	1
comatose	5	11
pia	5	31
zadora	1	11
defensible	0	1
argument	35	31
ides	0	1
souffl	1	1
singeractress	0	2
peers	16	11
trashmaster	0	1
carpetbaggers	1	1
fortunate	18	10
odets	0	1
ibsen	1	1
contractually	0	3
obligated	0	10
smithee	0	2
lamont	3	2
lipstick	3	11
meir	0	2
vadims	0	1
barbarella	0	3
verhoevens	11	6
showgirls	1	11
grandmammy	0	1
perrys	3	5
dearest	2	4
discussed	22	9
disgust	7	26
dissection	2	3
pretzel	0	1
hollyweird	1	2
nobodys	10	8
morphin	0	5
rangers	3	53
costumed	3	8
spandex	0	6
nickelodean	0	1
grapefruit	0	3
famously	5	5
tetzlaffs	0	1
tearjerker	9	4
institute	6	6
refutation	0	1
mendacious	1	2
titled	24	43
debunking	1	1
skeptics	2	3
inconvenient	3	5
cei	0	2
org	4	4
orgpdf	0	1
pdf	0	3
demolitions	1	3
yk	0	2
endorsed	0	3
ufo	4	9
abductee	0	1
whitley	0	1
strieber	0	1
randi	0	1
psychics	0	4
klass	0	1
ufos	3	4
gerald	7	8
posner	0	1
jfk	6	6
conspir	0	1
jules	31	7
vernes	1	2
verne	2	4
tacked	8	15
dollman	0	4
overseas	10	11
contractual	2	4
obligations	1	1
grafted	0	4
rusty	5	12
lemorandes	0	2
mason	12	19
fellows	12	8
carafotes	0	1
bryan	6	9
ilan	0	1
crystina	0	6
nicola	2	2
cowper	0	1
nannies	0	1
crystinas	0	2
supervisor	3	4
ferry	5	10
lynda	3	4
crutchley	0	1
scheduling	3	1
flagging	2	3
motel	10	15
conceals	1	2
jeep	2	17
canine	2	2
prohibits	0	1
premises	7	12
cabbie	1	2
cruises	9	6
unhappily	6	4
atlantis	39	39
dictator	16	6
rulers	5	1
notify	1	1
rykov	0	2
janet	12	7
plessis	0	1
orchestrating	0	1
raid	14	18
clones	3	9
wanda	4	11
saknussemm	0	1
roughness	0	1
predictably	13	23
superficial	28	46
dictatorships	3	2
shambles	2	18
goldbergs	2	2
homer	60	11
squares	6	6
enhanced	28	11
savoir	1	0
faire	2	1
sprezzatura	1	0
falutin	1	0
climber	8	2
nerve	21	19
briskly	5	1
massively	3	6
income	11	8
satisfies	3	3
corbett	33	2
beaver	8	10
qa	8	5
session	21	14
trent	9	10
trents	2	4
cameraman	9	13
orkly	1	0
makings	5	5
groovin	1	0
garys	2	0
spotlight	12	10
avery	5	2
spook	9	3
vacuum	4	4
toms	6	12
awakened	7	3
ruckus	2	1
maid	20	26
longoria	16	16
latina	3	3
evas	7	2
juarez	7	3
festivals	22	11
snitch	2	0
nebula	0	1
nap	2	10
boxer	34	14
flynns	16	1
raoul	16	1
alexis	9	4
frawley	7	0
egotistical	11	7
sponsored	5	3
olympic	10	7
shanty	2	1
irishman	4	2
deposit	3	3
insure	4	1
olive	8	4
innovation	8	5
prizefighting	1	0
fleet	16	2
avoids	20	6
opponents	17	9
assassins	4	10
geniuses	9	14
unnecessary	49	144
kittens	1	7
bombshell	4	3
tooth	5	34
wizard	37	27
melting	26	38
kiddies	6	11
conveniently	6	24
cherise	0	1
aura	15	7
teagues	0	2
alligator	3	17
fiume	0	1
del	30	32
caimano	0	1
laboriously	1	5
sergio	23	9
martino	22	8
lisola	0	1
degli	0	1
uomini	1	1
pesce	0	1
montagna	0	1
dio	2	1
cannibale	0	1
tracing	3	2
jaws	13	41
stelvio	0	1
ciprianis	0	1
reptiles	2	4
laughters	0	1
giggling	5	9
sour	14	10
patronizing	3	6
fxs	0	1
reliance	3	6
rapidly	15	20
decays	0	1
stunned	27	32
haig	0	6
dreyfuss	11	15
dreufuss	0	1
cowered	0	1
cabinet	6	4
researching	9	7
transcripts	0	3
reenact	3	2
nations	39	18
leadership	12	8
irrationally	0	2
demonstrably	0	1
missteps	1	4
regrettable	0	7
enlighten	1	5
inform	9	18
ascribe	0	2
surfed	5	1
bumped	5	5
fencing	7	11
fenced	2	1
sofa	4	5
skits	12	27
ucm	0	1
skeptical	15	14
nothings	4	5
tbn	0	1
irrelevent	0	2
omega	2	8
unfulfilling	0	3
kerwin	0	1
kidsafter	0	1
hostile	11	13
darren	28	6
mcmillan	1	1
chiles	3	8
bauer	24	8
resign	4	2
pffeifer	0	1
pixar	37	7
antiquated	4	1
toy	56	55
sewer	5	6
mimicked	1	2
frog	11	11
hookup	0	1
exorcismo	0	2
ninety	5	18
demonic	10	32
exorcism	1	11
naschy	0	26
bosch	1	2
giallo	62	19
gloves	5	8
fills	23	17
ingmar	6	6
indignant	2	1
marilyn	17	17
boreanaz	4	4
heigl	2	3
pistols	1	5
lydon	0	3
ennio	4	4
morricone	5	4
istead	0	2
mishmash	0	6
wtf	3	27
quentin	21	16
tarantino	18	23
villian	8	0
sob	10	2
hokie	1	0
aftermath	22	7
dane	11	8
surge	5	3
fuel	11	18
bonfire	0	3
unshakable	1	1
erik	14	8
knack	9	7
copenhagen	3	2
frigjorte	0	1
slob	8	11
redeems	10	7
chicken	15	25
visualizing	1	2
symptomatic	0	3
motivation	14	50
resorts	2	9
purportedly	2	5
clausens	1	1
sren	1	1
westerberg	0	1
bentsen	0	1
heralded	3	3
deceive	6	3
oneself	10	3
aryan	5	2
diligently	2	2
chawla	3	4
santoshi	1	0
nanak	1	0
singh	2	7
targeted	13	13
joanne	2	2
drus	0	1
noonan	1	8
grenades	2	8
politicians	17	12
flinches	1	1
awfulness	0	30
newmar	5	3
brightness	2	3
bouts	4	3
argufying	0	1
nigh	5	7
mesmerized	11	2
styling	4	2
gundam	30	2
satiric	6	1
wrongs	6	3
everythingsound	1	0
mellow	3	3
continuing	19	14
belly	19	15
ache	5	2
plansespecially	1	0
wufei	1	0
counselor	4	4
dramai	1	0
seed	6	66
eeeewwww	1	0
cobbled	1	6
repent	3	2
lian	10	0
gwizdo	8	0
farting	3	8
services	17	11
zoe	14	7
hires	22	14
eater	6	15
tags	3	4
radar	13	6
contender	5	3
whitaker	8	2
paulson	5	0
bucsemi	1	0
aviation	5	3
mph	5	15
westland	0	1
lynx	0	2
chopper	3	15
lockheed	0	1
compound	10	10
pusher	0	2
propeller	1	3
fuselage	0	2
rotary	0	1
airwolf	7	1
knightly	0	10
otool	0	1
mccallum	1	2
frill	1	2
maudlin	4	9
stupidly	1	16
heartstring	0	1
pleasures	12	8
hasselhoff	0	11
rider	16	12
mustered	0	1
tobias	2	4
spokesman	1	1
demographic	3	12
kingdom	36	21
discount	7	17
detracting	3	1
sfx	6	7
raison	3	4
detre	3	4
accuracy	22	19
playwrights	6	1
sexier	4	6
psychic	13	32
serviceable	8	7
posterior	2	2
snuggest	1	0
glaring	13	21
detract	31	8
wholly	24	23
verbiage	1	1
ensnare	1	1
captive	10	4
isabel	7	9
allendes	1	4
lyrical	13	4
vandalized	1	1
lumbering	3	9
oaf	1	4
evasive	0	2
mellifluousness	0	1
scandinavian	5	3
wiggle	2	2
bille	4	2
resigned	8	2
permitted	5	4
kfc	0	2
products	19	11
circa	14	12
fried	9	14
pardoning	0	1
dictatorship	6	3
slavishly	0	1
miramax	9	2
allende	3	3
torturing	4	17
orgasms	1	1
punishments	3	1
hammered	1	8
pierced	1	5
disrobe	0	2
legendarily	1	3
modestly	4	3
dubious	18	18
marina	7	7
sirtis	0	5
capably	8	3
thrived	2	2
firetrapstinky	0	1
armpit	1	2
lobby	7	3
coast	24	26
affectations	3	1
chinatown	9	5
framed	32	14
luminaries	2	1
intro	8	22
groovy	12	6
jerk	29	51
distinguishable	2	1
locality	1	1
ps	24	24
quoting	11	8
sinatra	84	12
puppets	10	23
doug	13	19
naylor	1	0
warrant	7	15
rendition	33	12
mos	4	0
def	6	2
slams	4	5
snap	15	11
wire	21	21
undeniable	14	8
miscalculation	3	0
medically	2	2
wildes	2	2
manners	16	7
wittiest	2	3
wrecked	2	7
sanders	22	12
indolently	0	1
darlington	1	1
crain	1	2
bookends	0	2
reduce	7	8
hays	10	2
insisted	5	11
premingers	10	2
lubitsch	12	6
erlynne	0	1
inflation	3	2
gear	19	24
championed	3	0
pinjar	9	0
biases	2	1
lingered	5	3
prejudices	8	8
pakistanis	3	3
melodious	3	1
gulzar	1	0
sahib	4	0
imbues	4	2
plussed	1	2
befit	0	1
scouted	1	2
boos	0	3
whiskey	3	7
vinnie	3	17
hardcase	1	0
glorification	3	2
ferrari	6	4
sweeet	1	0
naaaa	1	0
joking	7	20
premature	3	6
glossy	16	9
veneer	11	5
inherent	16	14
angelina	15	18
jolie	18	17
botching	1	1
shoveller	5	0
macy	48	7
hank	52	8
azaria	18	5
silverware	3	1
newlyweds	2	1
flings	3	1
tableware	1	0
crackpot	2	4
villians	3	2
tossing	4	6
dreamed	14	6
corporate	40	20
logos	1	3
kinnear	32	3
sellout	2	1
endorsements	1	1
frees	3	0
casanova	6	5
waaaaay	1	3
goeffrey	1	0
psychofrakulator	1	0
warp	5	6
reflection	38	10
insanities	1	0
frankensteins	3	3
recruiting	6	2
recruitment	4	1
bowler	3	0
janeane	6	14
garofolo	2	0
mystic	9	8
bowling	13	9
kel	4	0
reubens	7	2
mystically	1	0
flatulence	1	4
underused	10	9
sphinx	5	8
studi	4	0
spouting	6	7
riddles	2	3
pigeon	10	3
spoofparody	1	0
endlessly	14	25
decorated	9	6
reflective	9	1
comics	36	40
bes	2	3
superheroes	6	7
idiots	16	54
patent	3	1
garofalo	6	5
ballfather	1	0
eternally	7	2
mixes	11	9
weaklame	1	0
justified	18	24
disguise	12	32
label	15	18
forlani	5	3
directionless	3	2
pivotal	20	7
inventor	14	2
heller	1	0
nursing	10	3
toting	1	4
lackeys	1	0
choppy	14	37
excusable	2	1
overpowers	2	0
tissues	9	0
blossoms	4	3
prank	7	16
warranted	5	5
rahman	0	3
rajni	0	5
chandramukhi	0	2
shivaji	0	1
tn	0	3
hasan	0	1
patric	10	1
dint	2	0
patricyoure	1	0
johny	1	4
depps	0	1
ninth	9	2
contributors	5	2
aicn	0	1
obrien	15	16
petite	3	5
quits	6	5
perky	10	8
bonanza	30	7
beleaguered	5	2
remarry	2	1
undermining	4	3
digger	9	5
lucile	5	0
gft	4	4
awesomeness	4	1
sheffer	5	5
brotherconflict	1	0
concieling	1	0
unforssen	1	0
wiking	1	0
odin	1	1
athens	8	0
ga	1	9
longtime	11	7
logans	6	8
duchenne	4	0
muscular	15	9
dystrophy	6	0
dmd	2	0
collecting	13	7
sweeney	5	3
erick	1	0
stifler	9	8
cooze	1	1
pledge	2	4
betas	1	0
dudes	10	13
assholes	1	2
pies	4	4
duplicate	3	2
revolt	10	18
jaggers	0	3
megalomaniac	1	3
loathe	5	8
dipping	8	3
wardh	7	0
twisty	12	1
scorpions	14	1
martinos	11	2
satanicgiallo	1	0
luigi	5	1
pistilli	3	0
anita	18	12
strindberg	8	0
edwige	5	0
fenech	6	0
finely	23	0
athenian	1	0
investigator	18	19
fawcetts	2	4
smarter	11	10
grisly	9	14
inheritance	12	8
anitas	1	0
nifty	22	5
tiled	1	0
thanked	3	1
subtitling	1	3
whotta	1	0
winged	2	4
phht	0	1
coulda	3	3
spaz	1	1
shells	2	7
shotguns	1	3
bled	2	2
plusthe	0	1
debuted	8	5
elevate	8	11
avoiding	14	16
educate	5	5
littlest	4	0
scumbag	6	2
discernible	2	18
dashiel	1	0
hammett	3	1
hellman	5	0
listenings	1	1
bolan	4	0
wembley	1	3
surrealistic	4	8
gorging	1	0
claydon	1	0
diminutive	8	2
chauffeur	3	7
evades	1	2
ringo	13	3
paste	4	13
boogie	16	13
select	9	2
goto	3	1
cursor	3	0
starhome	1	0
tampered	1	0
stanwyck	69	15
nietzsches	2	1
philosophies	9	2
materialistic	6	1
explicitly	12	6
perfected	13	4
uncharacteristic	2	3
interlude	5	3
annamarie	0	3
alternates	2	5
sulking	0	3
highstonedpassing	0	1
booze	7	14
ella	19	3
withdrawn	9	2
closure	15	14
behaved	6	11
interactions	32	23
informative	17	11
coupe	2	2
tent	13	11
cots	0	1
sleeping	44	60
typewriter	0	4
piles	2	7
fords	13	11
rack	4	18
squalid	6	2
seventh	13	9
omens	2	1
scattered	8	14
sisterfrom	0	1
religions	3	12
imho	15	12
doe	4	9
nopd	1	0
rigs	2	1
horns	9	6
saggy	3	1
recasting	1	3
psychopath	17	18
comforts	11	2
pitches	4	1
righteous	14	8
supernaturals	1	0
mysticism	10	5
topical	5	6
peppering	2	1
seller	10	5
dyou	1	0
catching	26	23
juggler	0	1
writings	8	5
evans	24	2
patron	8	5
billionaire	6	5
gableacting	1	0
docudrama	3	5
bernie	4	9
madhoff	1	0
mitchs	2	1
mitch	21	10
roz	2	4
zenias	0	2
zenia	0	12
rozs	0	1
charis	0	6
augusta	0	2
augustas	0	1
draft	10	12
dodger	2	3
withdrawal	2	3
chariss	0	1
heroin	9	13
dieing	1	2
endeared	0	1
striped	1	1
ardent	6	11
scrapes	3	4
lodgings	2	1
potion	3	2
morse	17	7
lola	20	8
albright	0	5
hy	0	1
averback	0	1
noes	0	1
underdeveloped	4	19
buffet	0	2
embeth	3	4
davidtzs	1	1
brash	13	5
tourneur	6	2
sunbacked	1	0
silhouettes	5	1
thoughtfulness	4	0
bullwhip	1	2
lashing	2	0
wayward	9	9
seated	10	4
scepter	2	0
leatrice	2	0
spreads	4	3
tarzan	119	53
iterpretations	0	1
burroughs	6	8
jungle	48	59
orca	0	16
trance	7	11
okeeffe	0	6
orangutan	0	3
renny	7	5
harlin	7	3
commendable	16	13
audaciously	2	0
versatile	13	9
balbao	1	0
introduces	37	26
intrigue	39	23
engulf	5	1
perilous	5	4
outlaws	15	2
altitude	5	2
capped	2	4
deceit	13	3
antagonist	12	19
shiver	5	3
trepidation	5	1
languageparlance	1	0
endows	2	0
brazen	3	2
drifting	4	3
atlantic	14	11
yawnaroony	0	1
conrad	32	9
veidt	9	5
spill	3	6
wedge	2	2
mortals	0	4
pearly	2	1
drifts	8	3
tobacco	1	4
reve	9	0
vlissingen	1	0
amsterdam	7	0
corresponded	1	0
embarks	14	4
treasurer	3	0
beautician	1	1
christine	27	14
halsslag	1	0
soutendijk	7	0
christines	3	0
thom	2	4
recognizes	7	4
seducing	7	11
kln	1	0
drinks	10	17
snoops	3	1
footages	1	2
phase	20	12
inconclusive	3	3
sensationalism	5	6
androgynous	2	1
homem	1	1
thatll	9	12
unfriendly	4	4
anally	1	0
retentively	1	0
pithy	3	1
submissions	1	0
editors	8	10
ethics	7	9
reckon	9	10
madsens	0	7
whow	0	1
martyr	1	2
counter	26	20
uncritical	0	5
euphemistic	1	1
daze	2	2
janitors	1	1
venus	3	7
uni	3	2
dapper	2	2
evenly	1	1
crouse	18	1
goldstein	1	0
ricky	27	9
potok	1	0
soule	1	0
bang	33	37
duvall	11	17
descendent	1	1
confederate	9	12
database	1	4
reincarnation	3	10
melnick	1	0
purists	10	7
enactment	4	2
acquit	2	5
taboo	17	16
excites	2	2
alerted	1	3
deciding	21	15
cheapest	2	9
exploitative	8	16
eds	6	3
crashing	12	17
commission	7	3
accuses	5	6
braves	4	1
lurking	15	23
contradict	5	4
puzzled	6	15
crawls	4	5
conversing	1	4
liar	12	5
bloodbath	10	10
preach	11	6
doctrine	4	3
grasps	1	3
paradigm	6	2
reiser	27	7
kleinman	5	0
soever	1	0
romancecomedy	5	0
blu	8	4
scarecrows	1	29
paramilitary	0	2
pendleton	12	1
flown	4	4
robber	7	11
bailout	0	1
cornfield	0	5
monitored	2	3
simms	2	1
kristina	0	2
sanborn	0	1
phil	16	29
zenderland	0	1
mo	8	15
cheapened	2	2
mansonsmashing	0	1
pumpkinsplacebo	0	1
explanations	10	16
barkers	3	5
kitamuras	1	6
romps	5	3
reeked	0	5
amateurism	0	4
gutted	5	6
moredo	0	1
diver	16	4
defied	3	4
deniro	32	14
aggravated	5	3
hurricane	9	5
stubbornness	3	1
brashears	4	0
cmdr	1	1
sundays	4	1
holbrook	3	1
cubas	1	2
substantial	17	18
chronicling	2	1
nunsploitation	7	1
martyrdom	3	0
otranto	2	0
hoards	2	1
flavia	32	0
florinda	7	1
bolkan	4	2
convent	20	16
gelding	1	0
stallion	7	3
nun	16	17
tarantula	1	1
sect	3	3
whipping	4	9
poured	7	4
nipples	6	6
heretic	6	1
predates	3	1
hostel	6	27
digest	10	11
monkey	12	56
puzzles	4	6
pendragon	1	2
lucas	51	30
ishtar	1	4
regress	1	1
betting	4	6
vices	1	2
tigerland	19	2
colin	15	25
farrells	1	4
bozz	19	1
sumptuous	12	2
baudelaire	1	0
arnim	1	0
enachanted	1	0
enchanted	24	4
cherish	13	7
misery	24	33
vaugely	1	0
rediscovered	7	0
articlesvideo	1	0
vets	6	8
pointy	1	6
tenderizer	0	1
protection	15	10
sarge	1	3
squeaky	3	10
haranguing	0	2
gunshot	8	7
gangs	22	13
bypass	2	4
phh	0	1
foolishness	2	7
hmm	3	25
tease	7	10
beef	7	12
helpers	4	1
corporation	21	13
sht	6	23
headache	6	29
wobbly	3	10
subliminal	5	5
noisy	2	10
cryptic	4	5
favourable	0	5
cypher	32	6
futureworld	0	1
duran	0	3
eked	0	1
improvised	13	15
babylon	1	8
broader	9	3
moodiness	4	2
po	3	7
disappointingly	5	6
grandpas	0	2
battlefield	10	16
shin	33	4
milyang	10	0
seoul	6	0
jun	4	0
settlement	5	0
admirably	18	5
caveat	2	1
korea	17	11
goings	15	10
pimped	3	0
speakeasy	13	1
waitressingwho	1	0
explosion	36	39
powersbarbara	1	0
ravishingsluts	1	0
branches	6	2
gotham	4	1
possessive	2	6
lawand	1	0
lilys	11	0
skys	3	1
courtland	3	1
trenholmgeorge	1	0
forking	1	1
prestige	1	6
ensue	14	7
trenholm	6	0
indicted	3	1
possession	18	14
explicit	44	16
metamorphosis	3	14
unpleasant	19	49
rick	24	45
bakers	9	9
uniformly	27	16
grading	1	2
saxon	4	13
icelandic	2	1
beowulf	1	39
grendel	1	24
faithfulness	7	2
delighted	24	13
jtaime	1	1
joel	34	23
ethan	31	16
coen	18	2
fatih	1	0
nair	3	0
portman	10	5
shakher	1	0
kapur	6	2
parisdeals	1	0
yorkers	7	2
shia	11	2
labeouf	10	2
christina	18	10
ricci	7	2
hawki	1	0
cloris	6	7
leachman	9	4
wallach	7	8
shanghai	45	6
greece	6	4
yiddish	2	6
rby	1	0
mpaa	10	13
manifest	7	3
engaged	38	25
theorizing	0	2
wagging	0	2
chimpanzees	0	3
emote	1	4
languages	13	10
pedantic	4	1
anthropomorphic	1	2
observations	16	9
chimps	1	12
laboratories	1	1
facilities	2	3
crowded	8	8
concrete	8	10
separated	22	12
wireframe	0	1
crave	4	2
chimp	2	12
washoe	0	2
leaning	2	7
data	11	16
species	24	37
oppinion	1	0
tacoma	1	1
dome	6	11
edison	11	15
chen	7	11
bred	5	6
dumps	10	7
gladiatorial	1	0
mantra	3	6
cambodianthai	1	0
leash	2	2
knuckle	8	2
fisticuffs	4	0
grit	10	5
defending	18	7
figuratively	5	3
awry	10	15
ti	2	1
sins	7	19
shades	26	18
seedier	5	0
studies	16	23
pei	5	0
tenderness	14	2
strategies	6	0
transforming	4	8
dish	12	11
adopting	4	1
chaplin	34	48
belive	2	2
orange	12	42
expressionistic	7	1
collar	19	9
dresses	21	25
garage	7	11
communistic	0	1
dictate	1	3
adapted	62	30
animatrix	1	1
osiris	0	2
tupac	1	2
modeled	8	4
quartermain	3	0
plundering	2	0
ij	3	0
jumbled	4	13
hodge	3	9
podge	2	7
imitated	5	2
predecessors	7	14
corrects	1	0
forgetting	15	21
aq	1	0
complementing	1	0
extravaganza	5	5
aqksm	1	0
vistas	11	2
wildlife	10	6
boyum	1	0
fluke	4	11
lagging	1	5
plutoniums	0	1
mccord	6	1
norris	6	12
protg	7	2
deke	2	1
judson	6	1
mills	18	13
assistance	10	13
joshs	0	4
que	5	2
eerily	10	7
resembled	6	13
interchangeable	2	8
presidents	8	8
exorcistamityville	0	1
parodies	9	15
hanson	17	3
creaming	0	1
cindy	22	14
creamed	1	2
timed	14	12
scat	2	4
unneccessary	0	1
tori	0	6
shorty	1	3
marlon	24	17
wayans	1	36
reaping	2	0
profits	10	8
struggled	9	6
haines	31	3
overconfident	3	0
polo	3	0
exhibit	9	11
illustrating	2	3
peggy	15	12
pepper	15	8
marmaduke	1	0
oldfish	1	0
commissary	3	0
peppers	2	1
perseveres	3	0
intervenes	6	3
peggys	1	1
autograph	7	0
vidor	5	0
grimaces	2	6
meals	3	2
campus	11	18
trombone	2	2
renters	0	3
dye	7	3
growling	4	8
unintelligible	3	5
hedys	1	0
sensational	21	6
recycles	1	2
inaudible	2	3
glitches	5	3
repeats	10	19
lhypothse	2	0
tableau	3	1
volthe	1	0
hypothesis	3	3
courtyard	5	3
impressionist	8	0
tonnerre	1	0
recites	2	2
epigrams	2	0
engages	6	10
limitless	3	0
tableaux	2	2
labyrinth	13	3
sly	17	7
indicator	5	6
poses	18	15
sexless	2	1
figurines	3	0
photos	31	21
partially	22	13
faceless	4	9
vol	8	2
contemporaneous	2	1
greenaway	2	11
enthralled	15	4
gwyneth	10	11
austen	19	12
overstep	2	1
segregation	4	5
bikes	2	5
arrowhead	1	0
trike	1	0
ivay	1	0
wareham	1	0
dorset	1	0
biker	16	18
clothesold	1	0
schooland	1	0
celebertis	1	0
loc	1	5
kargil	0	7
bloated	4	15
meld	3	8
masala	10	3
militant	4	4
tora	4	3
gopal	1	10
verma	0	6
pertinent	3	2
choreographers	1	1
wodehouse	19	1
astaire	47	9
fairground	2	0
funhouse	5	1
busby	17	3
berkley	6	1
ginger	44	18
blore	4	0
dynamics	26	6
movive	1	0
snipers	7	7
tomas	1	7
beccket	4	0
softness	2	1
millar	5	0
comer	6	1
qualified	3	12
millars	1	0
heartas	1	0
actuall	1	0
quarreled	3	0
communication	20	12
serbian	8	15
neofolk	1	0
poetics	1	0
kusturica	11	11
mantle	3	2
raters	1	1
stinkers	2	9
tosh	0	5
fiddle	3	6
japans	5	8
ringu	2	8
filipino	1	5
claudine	2	1
affiliated	1	4
plagiarism	0	5
filipinos	1	1
truman	28	3
chillingly	6	2
elmer	15	7
gantry	6	1
tin	14	9
somerset	6	3
maugham	5	10
coal	20	8
miner	10	5
transcendental	0	5
enlightenment	5	17
katha	0	1
upanishad	0	1
salvation	25	16
zanucks	0	3
groomed	6	5
sojourn	2	1
climbing	15	12
himalayan	2	1
chum	1	3
baxter	4	12
girlfriends	15	25
snobbish	8	6
impeccably	7	3
clifton	1	6
webb	4	6
insufferably	1	8
perks	1	2
elliot	9	9
templeton	0	2
zanuck	3	2
twentieth	6	9
maughams	3	4
waited	23	37
tyrone	6	7
conscious	21	29
tux	2	1
duffle	0	1
steamer	1	2
contented	0	1
elaborately	2	1
parlor	2	6
nobler	1	1
kinder	1	3
dramamine	0	1
essays	0	3
encore	2	1
quartet	5	6
durrell	0	1
alexandria	1	1
horrorsci	4	4
roast	1	5
convenience	6	10
benji	0	2
megalon	0	2
snoozes	0	1
epitome	15	8
nauseatingly	1	5
infinitum	1	3
infinity	4	5
leway	0	1
columnistwidower	0	1
dans	1	5
anual	0	1
bumper	3	1
empower	3	2
bethsheba	1	0
gregory	25	22
peck	17	17
hayward	8	9
haywards	2	1
reluctance	5	3
obedience	3	1
uriah	8	1
condemnation	1	4
methodology	0	1
propogate	0	1
journalistic	6	3
evoke	10	15
decry	1	1
outburst	3	3
predispose	0	1
looting	5	4
governmental	1	2
infrastructure	1	1
husseins	0	1
destitute	1	2
doctrinal	0	2
infighting	2	1
restrain	3	2
secure	10	15
fascist	21	15
sideliners	0	1
interviewed	12	19
inquisitions	0	1
writerproducer	1	1
amped	0	2
condi	0	1
logistics	0	2
unthinking	1	3
cnn	6	5
vitriol	1	1
bipartisanism	0	1
battleship	3	1
liferaft	0	1
lean	17	16
studied	21	10
leans	8	7
hymn	0	2
bombed	12	14
episodic	9	12
overwhelm	8	4
insights	17	13
penetrating	7	2
specials	10	3
barbra	17	22
streisand	56	45
november	10	6
separately	8	5
fork	5	9
brilliantly	120	22
component	6	3
signed	24	24
cbs	22	14
extinct	9	2
notoriety	4	10
albums	13	2
transitional	1	0
wonderland	23	8
istanbul	5	0
manhattans	2	0
bergdorf	3	0
goodmans	3	3
elegantly	7	3
depression	55	24
nuthin	1	1
basics	15	4
torchy	4	0
medley	10	1
melancholic	8	0
pricey	2	0
fundraising	1	0
cliffhangers	3	3
metropolis	15	5
sherry	2	5
lansing	0	1
greenlighted	0	5
skilled	17	15
captains	6	4
commerce	2	2
luster	3	4
marines	15	13
schmid	13	1
tenaru	1	0
guadalcanal	9	0
butterfield	2	0
constrains	1	0
falseness	2	1
glorifying	3	3
enlist	5	7
garfield	19	5
temperament	6	2
schmids	2	0
equation	6	1
unattractive	13	31
blanks	9	11
oater	1	2
whooo	2	0
specialist	7	4
anthologies	5	0
omnibus	4	0
dripped	16	3
doubtlessly	3	0
heirs	3	2
hyller	1	0
kickoff	2	0
entirelly	1	0
phillip	27	8
norton	9	15
instruct	2	3
employers	5	3
strictness	1	0
overprotective	4	1
henderson	17	1
mistressco	1	0
carla	40	4
allusions	7	12
indirectly	7	8
macabrely	1	0
igenious	1	0
eerieness	1	0
decidedly	12	14
duchovny	16	4
companions	11	5
mallet	1	5
quitting	2	1
murdersuicidenatural	1	0
jabs	3	3
trintignant	1	0
yuzna	20	1
frowned	3	0
fests	5	1
animator	8	8
surrealist	5	0
yuznas	2	0
thrilling	65	42
dentistry	5	1
perfectionist	4	0
feinstone	21	1
patients	30	36
brunt	2	3
extracting	1	3
quota	3	4
squeamish	12	10
corbin	23	2
bernsen	30	2
foree	7	1
vigilante	16	15
lockewho	1	0
superbad	0	2
disreguarded	0	1
dorky	8	3
communicated	7	7
platonic	1	2
belt	17	24
mishap	1	6
afer	1	1
fluffer	0	1
shabbily	1	4
embarassing	0	4
brisbane	1	1
preceding	3	7
ciera	0	1
payton	3	2
luscious	10	7
jolies	3	1
catfight	0	1
fondling	1	3
unexciting	1	15
pretend	30	42
actioner	4	9
sleepwalking	1	13
occupation	8	9
owe	16	10
divisions	3	1
failings	9	6
unite	6	5
await	11	5
fk	2	11
wakes	19	26
irrelevant	12	35
whew	2	8
fuelled	2	3
drumming	8	6
acclaim	12	10
surmising	1	0
drummer	20	8
krupa	3	0
spazzy	1	0
krupas	1	0
onine	0	2
tails	4	8
gatto	0	1
nove	0	1
cromoscope	0	2
prints	14	7
overhears	1	3
genetics	3	2
franciscus	0	5
unwittingly	8	8
crystal	25	32
plumage	3	1
forerunner	3	4
toplining	0	1
gwangi	0	1
stylishly	4	5
menczer	0	1
argentos	5	6
euro	6	18
spaak	0	1
libertine	0	1
gloved	2	2
franco	27	33
fraticelli	0	1
nocturnal	4	2
mouldering	0	1
flashes	12	22
rambles	0	5
simmering	2	4
gently	16	5
boil	4	10
runaway	14	12
romanced	1	2
alma	3	3
heaviness	2	1
testing	18	14
banging	3	10
stanleys	7	0
caldwell	2	1
watergate	2	3
nixon	3	7
eras	18	4
chapter	30	17
venomous	2	2
serpents	1	2
evildoers	0	1
cliffhanging	0	3
bronze	3	6
robesons	1	1
paperback	3	3
kaufman	9	9
fedora	0	2
explorer	1	5
adventurer	3	1
philanthropist	0	3
bronzed	0	1
bleach	1	4
ely	4	4
damagingly	0	2
ubermensch	0	1
sidekicks	8	7
chemist	0	4
electrician	5	2
archaeologist	5	12
docs	1	11
tiresomely	0	2
kryptonite	0	12
dent	1	2
gleason	7	14
wexler	0	2
exuding	1	1
geography	5	10
seas	11	6
nationality	3	4
robyn	1	1
hiltons	1	2
monroe	14	9
moll	10	3
stakes	7	9
drawbacks	6	3
tribes	7	7
dogfight	0	1
biplane	0	2
matine	9	7
rumours	4	1
colgate	0	2
captions	0	4
